Item_Permanent_Shelving_Location,Item_Call_Number,Author_Name,Title,Material_Format,OCLC_Number,Title_ISBN,Publication_Date,Item_Barcode,LHR_Item_Cost,LHR_Item_Nonpublic_Note,LHR_Item_Public_Note
recommendation area,TR diss 6234,"Walta, Leonie,; TRAIL Onderzoekschool.",Getting ADAS on the road :actors' interactions in Advanced Driver Assistance Systems deployment /,Book_thsis,724939504,9055841412^9789055841417,2011,5132192,,,
recommendation area,TR diss 6051,"Lin, Shu,; TRAIL Onderzoekschool.",Efficient model predictive control for large-scale urban traffic networks /,Book_thsis,724966670,9055841366^9789055841363,2011,5132275,,,
recommendation area,TR diss 6042,"Arko-Adjei, Anthony.",Adapting land administration to the institutional framework of customary tenure :the case of peri-urban Ghana /,Book_thsis,725826292,1607507463^1607507471^9781607507468^9781607507475,2011,5132274,,,
recommendation area,TR diss 6065,"Vent, Ilse Anne Elisab de,",Structural damage in masonry :developing diagnostic decision support /,Book_thsis,730832408,9085707595^9789085707592,2011,5131835,,,
recommendation area,TR diss 6074,"Coenders, Jeronimus Leonardus,; Vereniging voor Studie- en Studentenbelangen (Delft)",NetworkedDesign /,Book_thsis,732596384,9065622764^9789065622761,2011,5131731,,,
recommendation area,TR diss 6010,"Weijs, Steven Vincent,; Vereniging voor Studie- en Studentenbelangen (Delft)",Information theory for risk-based water system operation /,Book_thsis,732596438,9065622640^9789065622648,2011,5132057,,,
recommendation area,Oor,"Walker, Jarrett,",Human transit :how clearer thinking about public transit can enrich our communities and our lives /,Book,733232624,1597269719^1597269727^9781597269711^9781597269728,2012,5124983,,TFG212,
recommendation area,TR diss 6111,"Masih, I.","Understanding hydrological variability for improved water management in the semi-arid Karkheh Basin, Iran /",Book_thsis,741046313,0415689813^9780415689816,2011,5132064,,,
recommendation area,TR diss 6066,"Adriaanse, C.M.M.",On measuring and explaining neighbourhood success :a behavioural economic approach /,Book_thsis,741076825,1607507862^9781607507864,2011,5132276,,,
recommendation area,TR diss 6105,"Toussaint, Janneke,",Housing wealth in retirement strategies :towards understanding and new hypotheses /,Book_thsis,741090927,1607507803^1607507811^9781607507802^9781607507819,2011,5132278,,,
recommendation area,TR diss 6173,"Heinen, Eva,",Bicycle commuting /,Book_thsis,741099375,1607507714^1607507722^9781607507710^9781607507727,2011,5132187,,,
recommendation area,TR diss 6102,"Vlassenroot, Sven Herman Marie͏̈tte,; TRAIL Onderzoekschool.",The acceptability of In-vehicle Intelligent Speed Assistance (ISA) Systems: from trial support to public support /,Book_thsis,743012279,9055841447^9789055841448,2011,5132185,,,
recommendation area,Mai,"Packard, Vance,",The waste makers /,Book,743214161,1935439375^9781935439370,2011,5124989,,XME160,
recommendation area,TR diss 6070,"Pel, Adam John,; TRAIL Onderzoekschool.",Transportation modelling for regional evacuations /,Book_thsis,743523302,9055841471^9789055841479,2011,5132184,,,
recommendation area,TR diss 6083,"Zheng, Fangfang.; TRAIL Onderzoekschool.",Modelling urban travel times /,Book_thsis,743571853,9055841455^9789055841455,2011,5132277,,,
recommendation area,Hel,"Kahneman, Daniel,","Thinking, fast and slow /",Book,751738755,0141033576^1846140552^1846146062^9780141033570^9781846140556^9781846146060,2011,5124936,,,
recommendation area,TR diss 6084,"Lin, P.H.",Safety management and risk modelling in aviation :the challenge of quantifying management influences /,Book_thsis,751969601,9079787329^9789079787326,2011,5131836,,,
recommendation area,TR diss 6261,"Bruyns, Gerhard; International Forum on Urbanism.",Urban dispositif: an atlas of spatial mechanisms and the contemporary urban landscape :a reading of movement as an interpretive device and mechanism of urban form /,Book_thsis,756196468,9078658169^9789078658160,2011,5132279,,,
recommendation area,TR diss 6176,"Chan, W.K.",Structure and dynamics of hydrogen in nanocomposite solid acids for fuel cell applications /,Book_thsis,756611101,9053354239^9789053354230,2011,5132188,,,
recommendation area,TR diss 6171,"Máhr, Tamás,; TRAIL Onderzoekschool.",Vehicle routing under uncertainty /,Book_thsis,758804894,905584148X^9789055841486,2011,5132186,,,
recommendation area,TR diss 6190,"Zegeye, Solomon Kidane,; TRAIL Onderzoekschool.",Model-based traffic control for sustainable mobility /,Book_thsis,758815036,9055841501^9789055841509,2011,5132191,,,
recommendation area,TR diss 6262,"Salinas Rodriguez, S. G.","Particulate and organic matter fouling of SWRO systems :characterization, modelling and applications /",Book_thsis,759503664,0415620929^9780415620925,2011,5132070,,,
recommendation area,TR diss 6186,"Jong, Pepijn de,",Seakeeping behaviour of high speed ships :an experimental and numerical study /,Book_thsis,767725105,9461902638^9789461902634,2011,5131462,,,
recommendation area,TR diss 6204,"Hoitinga, Wijnand,",Goal adaptive discretization of a one-dimensional Boltzmann equation /,Book_thsis,769108453,9461901062^9789461901064,2011,5131463,,,
recommendation area,Wou,"Keyzer, Carl de,; Van Reybrouck, David.",Moments before the flood /,Book,775065864,9401400253^9789401400251,2012,5130949,,SJG212,
recommendation area,TR diss 6254,"Ofosu, E. A.",Sustainable irrigation development in the White Volta sub-basin /,Book_thsis,775276448,0415621038^9780415621038,2011,5132068,,,
recommendation area,TR diss 6255,"Dissanayake, Pushpa Kumara.",Modelling morphological response of large tidal inlet systems to sea level rise /,Book_thsis,775276850,0415621003^9780415621007,2011,5132069,,,
recommendation area,TR diss 6306,"Trifunović, Nemanja",Pattern recognition for reliability assessment of water distribution networks /,Book_thsis,777073276,041562116X^9780415621168,2012,5132072,,,
recommendation area,Pro,"Janić, Milan,",The sustainability of air transportation :a quantitative analysis and assessment /,Book,778054277,0754649679^9780754649670,2007,5036629,,QRC207,
recommendation area,TR diss 5388,"Bierbooms, W.A.A.M.; Delft University Wind Energy Research Institute.",Constrained stochastic simulation of wind gusts for wind turbine design /,Book_thsis,778282543,9076468133^9789076468136,2009,5131264,,,
recommendation area,TR diss 4934,"Jonkman, Sebastiaan Nicolaas,",Loss of life estimation in flood risk assessment :theory and applications /,Book_thsis,778335424,9090219501^9789090219509,2007,5131793,,,
recommendation area,Pro,"Belobaba, Peter.Odoni, Amedeo R.Barnhart, Cynthia.",The global airline industry /,Book,778345364,0470740779^9780470740774,2009,5049035,,QRC209,
recommendation area,TR diss 5300,"Lugt, P. van der",Design interventions for stimulating bamboo commercialization :Dutch design meets bamboo as a replicable model /,Book_thsis,778385286,9051550472^9789051550474,2008,5131639,,,
recommendation area,TR diss 5446,"Veen, Menno van der.",Contracting for better places :a relational analysis of development agreements in urban development projects /,Book_thsis,778389588,1607500051^9781607500056,2009,5132255,,,
recommendation area,TR diss 5422,"Meesters, Janine,",The meaning of activities in the dwelling and residential environment :a structural approach in people-environment relations /,Book_thsis,778389593,1607500124^9781607500124,2009,5132254,,,
recommendation area,TR diss 5520,"Karstens, Sonja Anna Maria,",Bridging boundaries :making scale choices in multi-actor policy analysis on water management /,Book_thsis,778427442,1607500515^9781607500513,2009,5132032,,,
recommendation area,TR diss 6257,"Laurans, Gae͏̈l François Gérard,",On the moment-to-moment measurement of emotion during person-product interaction /,Book_thsis,781257096,906562290X^9789065622907,2011,5131654,,,
recommendation area,TR diss 6282,"Tariq, Muhammad Atiq Ur Rehman,",Risk-based planning and optimization of flood management measures in developing countries :case Pakistan /,Book_thsis,781279153,9065622845^9789065622846,2011,5131844,,,
recommendation area,TR diss 6290,"Ding, Yu,; Vereniging voor Studie- en Studentenbelangen (Delft)",Characterising combustion in diesel engines using parameterised finite stage cylinder process models /,Book_thsis,781285718,9065622896^9789065622891,2011,5131465,,,
recommendation area,Mai,"Ayres, Robert U.; Ayres, Leslie W.,Frankl, Paolo.",Industrial ecology :towards closing the materials cycle /,Book,782246340,1858983975^9781858983974,1996,2279584,,26263223,
recommendation area,Hel,"Norman, Donald A.",The design of everyday things /,Book,782887329,0262640376^9780262640374,1998,5019693,,,
recommendation area,TR diss 6224,"Oers, Bartholomeus Johannes van,; Vereniging voor Studie- en Studentenbelangen (Delft)",A packing approach for the early stage design of service vessels /,Book_thsis,783095955,9065622837^9789065622839,2011,5082676,,,
recommendation area,TR diss 6326,"Barreto Cordero, W. J.",Multi-objective optimization for urban drainage rehabilitation /,Book_thsis,783513424,0415624789^9780415624787,2012,5132074,,,
recommendation area,TR diss 6332,"Perfetti, Giacomo,",Quality of coated particles :physical - mechanical characterization of polymeric film coatings /,Book_thsis,784113364,908666251X^9789086662517,2011,5131575,,,
recommendation area,TR diss 6324,"Bin Abdullah, A. F.",Amethodology for processing raw lidar data to support urban flood modelling framework /,Book_thsis,795331534,0415624754^9780415624756,2012,5132280,,,
recommendation area,TR diss 6354,"Gersonius, B.",The resilience approach to climate adaptation applied for flood risk /,Book_thsis,795498085,0415624851^9780415624855,2012,5131286,,,
recommendation area,TR diss 6365,"Mutikanga, H. E.",Water loss management :tools and methods for developing countries /,Book_thsis,795777468,0415636485^9780415636483,2012,5132080,,,
recommendation area,TR diss 6366,"Balica, S.-F.",Applying the flood vulnerability index as a knowledge base for flood risk assessment /,Book_thsis,795779310,0415641578^9780415641579,2012,5131847,,,
recommendation area,TR diss 6376,"Nieuwenhuizen, Frank Martijn,",Changes in pilot control behaviour accross stewart platform motion systems /,Book_thsis,798333880,9461860366^9789461860361,2012,5132199,,,
recommendation area,TR diss 6362,"Carmona Benítez, Rafael Bernardo,; TRAIL Onderzoekschool.",The design of a large scale airline network /,Book_thsis,808437796,9055841544^9789055841547,2012,5131748,,,
recommendation area,Oor,"Wee, Bert van,Annema, Jan Anne,Banister, David,",The transport system and transport policy :an introduction /,Book,811729468,0857936891^1781952043^9780857936899^9781781952047,2013,5130125,28.00 EUR,TFS223,
recommendation area,TR diss 6570,"Volkers, J.M.",Systems of analysis of solvent tolerance mechanisms in Pseudomonas putida S12 :importance of energy metabolism and functional identification of the TrgI regulator /,Book_thsis,813914047,946186065X^9789461860651,2012,5131945,,,
recommendation area,TR diss 6243,"Pas, Jan-Willem van der",Clearing the road for ISA implementation? :applying adaptive policymaking for the implementation of Intelligent speed adaptation /,Book_thsis,814230479,9079787345^9789079787340,2011,5132194,,,
recommendation area,TR diss 6544,"Baghoth, S. A.",Characterizing natural organic matter in drinking water treatment process and trains /,Book_thsis,818729787,1138000264^9781138000261,2012,5132085,,,
recommendation area,TR diss 6241,"Klievink, Bram.",Unravelling interdependence :coordinating public-private service networks.,Book_thsis,818848010,9088913595^9789088913594,2011,5131843,,,
recommendation area,TR diss 5407,"Valério Marques, Ana Paula,",Positional responses in lichen transplant biomonitoring of trace element air pollution /,Book_thsis,819186787,1586039288^9781586039288,2008,5021270,,,
recommendation area,Dja,"Helm, Lothar,Merbach, André E.,Tóth, Éva,",The chemistry of contrast agents in medical magnetic resonance imaging.,Book,820665393,1119991765^9781119991762,2013,5130927,,EXJ213,
recommendation area,TR diss 6530,"Harteveld, C.",Making sense of virtual risks :a quasi-experimental investigation into game-based training /,Book_thsis,825769066,1614991707^1614991715^9781614991700^9781614991717,2012,5131382,,,
recommendation area,Tsu,"Emmott, Stephen.",Ten billion /,Book,826076429,0345806476^9780345806475,2013,5124978,,LBC213,
recommendation area,Fli,"McLellan, Todd.",Things come apart :a teardown manual for modern living /,Book,826658905,0500516766^9780500516768,2013,5130110,20.00 EUR,UBE213,
recommendation area,TR diss 6532,"Heijden, Harry van der",West European housing systems in a comparative perspective /,Book_thsis,826855316,1614991944^1614991952^9781614991946^9781614991953,2013,5132284,,,
recommendation area,TR diss 6531,"Lennartz, Christian.",Competition between social and private rental housing /,Book_thsis,826855411,1614991928^1614991936^9781614991922^9781614991939,2013,5132283,,,
recommendation area,Liu,"Neumayer, Eric,",Weak versus strong sustainability :exploring the limits of two opposing paradigms /,Book,828417180,1781007071^1781007098^9781781007075^9781781007099,2013,5130117,60.00 EUR,UBE213,
recommendation area,TR diss 6605,"Kessels, Ferdinanda Lamberta Maria,; TRAIL Onderzoekschool.",Multi-class continuum traffic flow models :analysis and simulation methods /,Book_thsis,829974942,9055841633^9789055841639,2013,5131471,,,
recommendation area,TR diss 6640,"Schreiter, Thomas,; TRAIL Onderzoekschool.",Vehicle-class specific control of freeway traffic /,Book_thsis,829993701,9055841617^9789055841615,2013,5132206,,,
recommendation area,TR diss 6398,"Wassink, Casper Harm Philip,",Innovation in non destructive testing /,Book_thsis,830349268,9085707951^9789085707950,2011,5131657,,,
recommendation area,Rem,"Brown, Robert W.,; Cheng, Yu-Chung N.,Haacke, E. Mark,Thompson, Michael R.,Venkatesan, Ramesh,",Magnetic resonance imaging :physical principles and sequence design /,Book,834436137,0471720852^9780471720850,2014,5130917,,EXJ214,
recommendation area,Vos,"Torenbeek, Egbert.","Advanced aircraft design :conceptual design, analysis, and optimization of subsonic civil airplanes /",Book,835101971,1118568117^9781118568118,2013,5130932,,QMC213,
recommendation area,TR diss 6660,"Mlecnik, Erwin,",Innovation development for highly energy-efficient housing :opportunities and challenges related to the adoption of passive houses /,Book_thsis,837114304,1614992355^1614992363^9781614992356^9781614992363,2013,5132285,,,
